type,id,lang,english,gold_verdict,pred_verdict,confidence,n_runs_flagged,gold_fields,pred_fields
false_accept,u-dropped_merchant-19,hinglish,"Din ka travel ka 8800 rupaye tak ka limit rakho sirf Cleartrip ya Goibibo pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_merchant-26,hinglish,"4200 rupaye tak travel ke liye din ka approve karo sirf Goibibo ya IRCTC pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-widened_time_window-115,hinglish,"Mujhe monthly online shopping, gold ya entertainment ke liye 5500 rs tak kharch karne do kahin bhi, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-dropped_category-83,hinglish,"Har hafte pharmacy ya entertainment ka ₹25500 tak ka limit rakho sirf Apollo aur MedPlus pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-dropped_category-21,hinglish,"Mujhe hafte ka hotels ya food delivery ke liye ₹18500 tak kharch karne do kisi bhi merchant pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-overpermissive_merchants-38,hinglish,"Metro pe din ka $6700 tak allow karo sirf DMRC pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-swapped_currency-62,hinglish,"86 hazaar tak travel, metro aur entertainment ke liye mahine ka approve karo kisi bhi merchant pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,currency,
false_accept,u-dropped_merchant-115,hinglish,"₹76000 tak travel ke liye monthly approve karo bas IRCTC aur MakeMyTrip pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_category-85,hinglish,"Travel ya hotels pe har din ₹8,900 tak allow karo sirf Goibibo pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-overpermissive_merchants-107,hinglish,"Weekly metro ya streaming ka 18500 rs tak ka limit rakho sirf DMRC aur Namma Metro pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-overpermissive_merchants-14,hinglish,"Monthly online shopping, rent ya mobile recharge ka ₹50,500 tak ka limit rakho sirf Amazon aur Flipkart pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_category-52,hinglish,"1900 dollar tak streaming ya education ke liye ek baar mein approve karo JioCinema aur Netflix pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-wrong_period-58,hinglish,"₹2800 tak electricity bill ke liye har transaction pe approve karo kisi bhi merchant pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,period,
false_accept,u-dropped_category-63,hinglish,"Mujhe din ka education aur food delivery ke liye 5000 dollar tak kharch karne do sirf Byjus pe, 24 ghante.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-widened_time_window-80,hinglish,"Mujhe ek baar mein travel ke liye 3000 rupaye tak kharch karne do Cleartrip ya IRCTC pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-widened_time_window-53,hinglish,"₹25500 tak streaming ke liye har mahine approve karo sirf Hotstar aur Netflix pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-overpermissive_merchants-41,hinglish,"₹8500 tak hotels ke liye monthly approve karo OYO ya Treebo pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-overpermissive_merchants-89,hinglish,"Groceries pe har transaction pe 1700 rs tak allow karo Blinkit ya DMart pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_category-29,hinglish,"7000 dollar tak pharmacy ya food delivery ke liye daily approve karo kisi bhi merchant pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-dropped_category-81,hinglish,"Din ka mobile recharge aur utilities ka ₹6400 tak ka limit rakho, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-dropped_merchant-52,hinglish,"₹2200 tak mobile recharge ke liye har din approve karo bas Airtel ya Jio pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-overpermissive_merchants-118,hinglish,"Ride hailing pe ek baar mein ₹3,000 tak allow karo Rapido aur Uber pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-overpermissive_merchants-54,hinglish,"Ek baar mein rent ka ₹4,300 tak ka limit rakho sirf NestAway pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_merchant-96,hinglish,"Mujhe har mahine streaming ke liye ₹59,500 tak kharch karne do JioCinema ya Netflix pe, 24 ghante.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_category-60,hinglish,"Pharmacy ya travel pe mahine ka ₹43,000 tak allow karo sirf Netmeds ya PharmEasy pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-dropped_category-72,hinglish,"Har din fuel aur metro ka 6700 dollar tak ka limit rakho kahin bhi, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-overpermissive_merchants-34,hinglish,"Groceries pe har hafte 8 hazaar rupaye tak allow karo Blinkit aur Zepto pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_category-7,hinglish,"Mujhe har hafte entertainment, ride hailing ya pharmacy ke liye 25500 dollar tak kharch karne do bas BookMyShow pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-dropped_merchant-80,hinglish,"Mahine ka travel ka ₹88,000 tak ka limit rakho Goibibo aur MakeMyTrip pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-overpermissive_merchants-7,hinglish,"₹83,500 tak hotels aur rent ke liye monthly approve karo sirf OYO ya Treebo pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-wrong_period-9,hinglish,"Mujhe har mahine mobile recharge ya food delivery ke liye ₹75500 tak kharch karne do bas Airtel aur Vi pe, 24 ghante.",NOT_FAITHFUL,FAITHFUL,0.99,0,period,
false_accept,u-dropped_category-80,hinglish,"₹9,100 tak groceries ya education ke liye din ka approve karo BigBasket ya Zepto pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-swapped_currency-54,hinglish,"Ride hailing pe weekly 22 hazaar tak allow karo kahin bhi, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,currency,
false_accept,u-overpermissive_merchants-103,hinglish,"4300 rs tak food delivery ke liye daily approve karo sirf Swiggy ya Zomato pe, 24 ghante.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_category-42,hinglish,"Dining aur metro pe daily 1600 rs tak allow karo, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-overpermissive_merchants-44,hinglish,"Daily streaming aur food delivery ka 2100 rs tak ka limit rakho JioCinema pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-overpermissive_merchants-57,hinglish,"Mujhe mahine ka online shopping aur ride hailing ke liye 60500 dollar tak kharch karne do bas Amazon pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-widened_time_window-67,hinglish,"3800 rs tak food delivery ke liye ek transaction mein approve karo bas Swiggy ya Zomato pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-dropped_category-94,hinglish,"Har transaction pe hotels aur rent ka 3300 rupaye tak ka limit rakho sirf Treebo pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-widened_time_window-40,hinglish,"Ek baar mein ride hailing ka 4100 rupaye tak ka limit rakho bas Rapido ya Uber pe, subah 8 baje se raat 9 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-overpermissive_merchants-59,hinglish,"Ride hailing pe mahine ka ₹98,000 tak allow karo sirf Ola aur Rapido pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-narrowed_time_window-60,hinglish,"Education aur entertainment pe hafte ka ₹23,500 tak allow karo sirf Byjus aur Unacademy pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-dropped_category-1,hinglish,"Monthly travel ya hotels ka ₹35000 tak ka limit rakho Goibibo ya MakeMyTrip pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-widened_time_window-109,hinglish,"Ek baar mein rent ya online shopping ka $4400 tak ka limit rakho sirf NestAway aur NoBroker pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-overpermissive_merchants-95,hinglish,"₹3,000 tak online shopping ke liye har transaction pe approve karo Flipkart ya Myntra pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_category-15,hinglish,"$1700 tak metro, pharmacy aur utilities ke liye din ka approve karo kahin bhi, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-dropped_category-108,hinglish,"28500 dollar tak mobile recharge ya metro ke liye har mahine approve karo kisi bhi store pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-dropped_category-101,hinglish,"Utilities ya metro pe ek transaction mein 1400 rs tak allow karo, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-narrowed_time_window-86,hinglish,"₹45,000 tak food delivery ya pharmacy ke liye monthly approve karo sirf Swiggy aur Zomato pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-overpermissive_merchants-58,hinglish,"Education aur online shopping pe ek transaction mein ₹2700 tak allow karo sirf Byjus ya Unacademy pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-widened_time_window-86,hinglish,"Har din online shopping ka ₹8,500 tak ka limit rakho sirf Amazon ya Flipkart pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-overpermissive_merchants-109,hinglish,"Mujhe hafte ka online shopping aur education ke liye 13 hazaar tak kharch karne do bas Meesho ya Myntra pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-widened_time_window-50,hinglish,"$3400 tak hotels ya groceries ke liye din ka approve karo sirf Marriott ya OYO pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-overpermissive_merchants-60,hinglish,"17500 rupaye tak gold ya rent ke liye har hafte approve karo CaratLane ya Kalyan pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-overpermissive_merchants-43,hinglish,"33000 rupaye tak online shopping aur gold ke liye har mahine approve karo Flipkart aur Myntra pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_category-86,hinglish,"Daily dining ya hotels ka ₹900 tak ka limit rakho kahin bhi, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-dropped_category-79,hinglish,"Monthly food delivery ya pharmacy ka 22 hazaar tak ka limit rakho Swiggy pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-overpermissive_merchants-111,hinglish,"Monthly online shopping, rent ya mobile recharge ka ₹50,500 tak ka limit rakho sirf Amazon aur Flipkart pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-wrong_period-106,hinglish,"Mujhe har mahine mobile recharge ya food delivery ke liye ₹75500 tak kharch karne do bas Airtel aur Vi pe, 24 ghante.",NOT_FAITHFUL,FAITHFUL,0.99,0,period,
false_accept,u-dropped_category-11,hinglish,"28500 dollar tak mobile recharge ya metro ke liye har mahine approve karo kisi bhi store pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-wrong_period-74,hinglish,"₹1,100 tak ride hailing, online shopping ya food delivery ke liye din ka approve karo sirf Rapido pe din bhar.",NOT_FAITHFUL,FAITHFUL,0.99,0,period,
false_accept,u-dropped_category-40,hinglish,"4400 rs tak ride hailing, food delivery aur mobile recharge ke liye din ka approve karo kisi bhi store pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-overpermissive_merchants-4,hinglish,"Mobile recharge pe har din ₹4,700 tak allow karo Airtel ya Vi pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-widened_time_window-41,hinglish,"Online shopping pe weekly ₹8,500 tak allow karo sirf Amazon pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-overpermissive_merchants-10,hinglish,"Weekly metro ya streaming ka 18500 rs tak ka limit rakho sirf DMRC aur Namma Metro pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-widened_time_window-117,hinglish,"₹3,400 tak electricity bill aur travel ke liye har transaction pe approve karo kisi bhi store pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-overpermissive_merchants-53,hinglish,"Ride hailing, mobile recharge aur metro pe hafte ka ₹7,500 tak allow karo sirf Ola ya Rapido pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-overpermissive_merchants-76,hinglish,"Mujhe har hafte travel ke liye 9500 rs tak kharch karne do bas IRCTC aur MakeMyTrip pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-swapped_currency-50,hinglish,"Daily dining ka $5500 tak ka limit rakho kahin bhi, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,currency,
false_accept,u-dropped_merchant-103,hinglish,"Mujhe ek baar mein online shopping ke liye $4500 tak kharch karne do sirf Meesho ya Myntra pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-overpermissive_merchants-45,hinglish,"Daily mobile recharge ka 3600 rupaye tak ka limit rakho sirf Jio ya Vi pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-overpermissive_merchants-63,hinglish,"Mujhe mahine ka metro ya pharmacy ke liye ₹15500 tak kharch karne do DMRC pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_category-4,hinglish,"Streaming aur entertainment pe har hafte ₹18500 tak allow karo bas Hotstar aur JioCinema pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-overpermissive_merchants-25,hinglish,"Roz mobile recharge ka ₹4,100 tak ka limit rakho Jio pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-overpermissive_merchants-86,hinglish,"₹3000 tak rent ke liye har din approve karo bas NestAway aur NoBroker pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-swapped_currency-18,hinglish,"Hafte ka fuel ka 29 hazaar tak ka limit rakho IndianOil ya Shell pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,currency,
false_accept,u-dropped_category-39,hinglish,"Har din metro aur hotels ka ₹6,000 tak ka limit rakho sirf DMRC aur Namma Metro pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-dropped_category-41,hinglish,"Ek baar mein electricity bill, education ya fuel ka 2300 rs tak ka limit rakho kisi bhi store pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-overpermissive_merchants-49,hinglish,"Mujhe har mahine rent ya gold ke liye ₹10,500 tak kharch karne do bas NestAway pe, subah 10 baje se raat 8 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-dropped_category-113,hinglish,"4300 rupaye tak food delivery aur fuel ke liye roz approve karo Swiggy ya Zomato pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-wrong_amount-31,hinglish,"Ek transaction mein gold ka ₹5,000 tak ka limit rakho sirf CaratLane aur Kalyan pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,max_amount,
false_accept,u-dropped_category-53,hinglish,"₹24000 tak education aur gold ke liye hafte ka approve karo kahin bhi, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-narrowed_time_window-15,hinglish,"9500 dollar tak dining, gold aur education ke liye din ka approve karo kisi bhi store pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-dropped_category-99,hinglish,"Rent ya groceries pe monthly ₹24,000 tak allow karo, kabhi bhi.",NOT_FAITHFUL,FAITHFUL,0.99,0,categories,
false_accept,u-overpermissive_merchants-110,hinglish,"Mujhe ek transaction mein pharmacy ke liye 2500 rs tak kharch karne do Netmeds pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
false_accept,u-widened_time_window-49,hinglish,"600 rs tak groceries ke liye roz approve karo kisi bhi merchant pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-widened_time_window-22,hinglish,"Mujhe roz mobile recharge, utilities aur streaming ke liye ₹1200 tak kharch karne do kisi bhi merchant pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,time_window,
false_accept,u-overpermissive_merchants-101,hinglish,"₹1100 tak hotels ke liye har din approve karo OYO aur Taj pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.99,0,merchants,
