type,id,lang,english,gold_verdict,pred_verdict,confidence,n_runs_flagged,gold_fields,pred_fields
false_accept,u-dropped_category-120,hinglish,"Mujhe ek transaction mein electricity bill aur metro ke liye $700 tak kharch karne do kisi bhi store pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-widened_time_window-6,hinglish,"3500 rupaye tak utilities, pharmacy ya hotels ke liye har hafte approve karo, shaam 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-widened_time_window-53,hinglish,"₹25500 tak streaming ke liye har mahine approve karo sirf Hotstar aur Netflix pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-overpermissive_merchants-41,hinglish,"₹8500 tak hotels ke liye monthly approve karo OYO ya Treebo pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-widened_time_window-84,hinglish,"Metro pe monthly $17500 tak allow karo sirf DMRC aur Namma Metro pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-dropped_category-29,hinglish,"7000 dollar tak pharmacy ya food delivery ke liye daily approve karo kisi bhi merchant pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-narrowed_time_window-116,hinglish,"Mujhe weekly groceries ke liye 13500 rupaye tak kharch karne do sirf BigBasket pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-widened_time_window-56,hinglish,"26500 rs tak travel ke liye har hafte approve karo kahin bhi, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-overpermissive_merchants-32,hinglish,"Mujhe hafte ka ride hailing, pharmacy ya entertainment ke liye ₹22000 tak kharch karne do bas Rapido aur Uber pe, kabhi bhi.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-widened_time_window-10,hinglish,"Mujhe har transaction pe groceries ke liye ₹4700 tak kharch karne do sirf Reliance Fresh ya Zepto pe, subah 8 baje se raat 9 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-overpermissive_merchants-118,hinglish,"Ride hailing pe ek baar mein ₹3,000 tak allow karo Rapido aur Uber pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-dropped_merchant-87,hinglish,"Mujhe hafte ka hotels ya groceries ke liye 2000 rs tak kharch karne do OYO aur Treebo pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-narrowed_time_window-9,hinglish,"$8600 tak fuel aur rent ke liye daily approve karo kahin bhi, shaam 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-overpermissive_merchants-93,hinglish,"4200 rupaye tak fuel aur gold ke liye roz approve karo HPCL ya Shell pe, subah 8 baje se raat 9 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-dropped_merchant-96,hinglish,"Mujhe har mahine streaming ke liye ₹59,500 tak kharch karne do JioCinema ya Netflix pe, 24 ghante.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-dropped_category-60,hinglish,"Pharmacy ya travel pe mahine ka ₹43,000 tak allow karo sirf Netmeds ya PharmEasy pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-dropped_category-72,hinglish,"Har din fuel aur metro ka 6700 dollar tak ka limit rakho kahin bhi, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-dropped_category-115,hinglish,"4600 dollar tak metro aur entertainment ke liye har transaction pe approve karo sirf DMRC pe, shaam 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-dropped_category-54,hinglish,"Mujhe har mahine education ya food delivery ke liye 54500 rupaye tak kharch karne do kahin bhi, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-overpermissive_merchants-34,hinglish,"Groceries pe har hafte 8 hazaar rupaye tak allow karo Blinkit aur Zepto pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-dropped_category-78,hinglish,"₹3900 tak pharmacy aur dining ke liye ek transaction mein approve karo kisi bhi store pe, subah 6 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-dropped_category-7,hinglish,"Mujhe har hafte entertainment, ride hailing ya pharmacy ke liye 25500 dollar tak kharch karne do bas BookMyShow pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-dropped_merchant-25,hinglish,"Pharmacy pe din ka 9200 rupaye tak allow karo sirf MedPlus ya PharmEasy pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-dropped_merchant-73,hinglish,"Food delivery pe har din ₹6800 tak allow karo sirf Swiggy ya Zomato pe, subah 6 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-overpermissive_merchants-103,hinglish,"4300 rs tak food delivery ke liye daily approve karo sirf Swiggy ya Zomato pe, 24 ghante.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-narrowed_time_window-52,hinglish,"Mujhe hafte ka food delivery ke liye 5000 rupaye tak kharch karne do sirf Swiggy pe, subah 6 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-narrowed_time_window-62,hinglish,"Roz metro ya groceries ka $8700 tak ka limit rakho DMRC ya Namma Metro pe, subah 6 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-dropped_merchant-86,hinglish,"Din ka entertainment aur fuel ka 7300 rs tak ka limit rakho BookMyShow ya INOX pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-overpermissive_merchants-57,hinglish,"Mujhe mahine ka online shopping aur ride hailing ke liye 60500 dollar tak kharch karne do bas Amazon pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-overpermissive_merchants-77,hinglish,"5000 rupaye tak mobile recharge ke liye hafte ka approve karo Jio ya Vi pe, subah 8 baje se raat 9 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-widened_time_window-67,hinglish,"3800 rs tak food delivery ke liye ek transaction mein approve karo bas Swiggy ya Zomato pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-dropped_merchant-43,hinglish,"Education pe monthly ₹60,000 tak allow karo sirf Byjus aur Unacademy pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-dropped_category-94,hinglish,"Har transaction pe hotels aur rent ka 3300 rupaye tak ka limit rakho sirf Treebo pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-widened_time_window-40,hinglish,"Ek baar mein ride hailing ka 4100 rupaye tak ka limit rakho bas Rapido ya Uber pe, subah 8 baje se raat 9 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-widened_time_window-38,hinglish,"Mujhe mahine ka dining ya entertainment ke liye 67 hazaar tak kharch karne do kisi bhi merchant pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-overpermissive_merchants-95,hinglish,"₹3,000 tak online shopping ke liye har transaction pe approve karo Flipkart ya Myntra pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-dropped_category-15,hinglish,"$1700 tak metro, pharmacy aur utilities ke liye din ka approve karo kahin bhi, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-narrowed_time_window-39,hinglish,"Metro pe daily ₹1,600 tak allow karo sirf Namma Metro pe, shaam 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-widened_time_window-39,hinglish,"Ek baar mein metro ka 4600 rupaye tak ka limit rakho kisi bhi merchant pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-overpermissive_merchants-66,hinglish,"11500 rs tak food delivery ya entertainment ke liye weekly approve karo Swiggy aur Zomato pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-dropped_category-87,hinglish,"$1000 tak travel aur fuel ke liye daily approve karo kisi bhi merchant pe, shaam 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-dropped_category-111,hinglish,"Metro ya fuel pe har mahine 5500 dollar tak allow karo DMRC aur Namma Metro pe, subah 6 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-narrowed_time_window-56,hinglish,57500 rupaye tak entertainment aur gold ke liye monthly approve karo bas BookMyShow pe din bhar.,NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-narrowed_time_window-17,hinglish,"₹4500 tak metro, mobile recharge aur pharmacy ke liye har transaction pe approve karo kisi bhi merchant pe, shaam 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-widened_time_window-25,hinglish,"$1400 tak electricity bill, utilities ya dining ke liye daily approve karo kisi bhi merchant pe, subah 8 baje se raat 9 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-widened_time_window-15,hinglish,"Education pe weekly ₹22500 tak allow karo sirf Byjus aur Unacademy pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-dropped_category-108,hinglish,"28500 dollar tak mobile recharge ya metro ke liye har mahine approve karo kisi bhi store pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-dropped_category-44,hinglish,"Monthly rent, metro aur streaming ka 40000 rupaye tak ka limit rakho NestAway aur NoBroker pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-dropped_category-101,hinglish,"Utilities ya metro pe ek transaction mein 1400 rs tak allow karo, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-narrowed_time_window-86,hinglish,"₹45,000 tak food delivery ya pharmacy ke liye monthly approve karo sirf Swiggy aur Zomato pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
false_accept,u-overpermissive_merchants-58,hinglish,"Education aur online shopping pe ek transaction mein ₹2700 tak allow karo sirf Byjus ya Unacademy pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,merchants,
false_accept,u-dropped_category-117,hinglish,"Ride hailing aur mobile recharge pe har mahine 22500 rupaye tak allow karo sirf Rapido pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,categories,
false_accept,u-narrowed_time_window-31,hinglish,"16000 rupaye tak education ya entertainment ke liye weekly approve karo bas Byjus ya Unacademy pe, shaam 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,1.0,0,time_window,
