type,id,lang,english,gold_verdict,pred_verdict,confidence,n_runs_flagged,gold_fields,pred_fields
false_accept,u-overpermissive_merchants-21,hinglish,"Ride hailing pe ek baar mein ₹3,000 tak allow karo Rapido aur Uber pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-overpermissive_merchants-72,hinglish,"Har mahine mobile recharge ka $44500 tak ka limit rakho Airtel aur Jio pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-dropped_category-45,hinglish,"Mujhe monthly online shopping ya rent ke liye 91500 rupaye tak kharch karne do kisi bhi merchant pe, 24 ghante.",NOT_FAITHFUL,FAITHFUL,0.999,0,categories,
false_accept,u-widened_time_window-66,hinglish,"5 hazaar rupaye tak groceries ke liye ek transaction mein approve karo kisi bhi merchant pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-dropped_merchant-56,hinglish,"Mahine ka mobile recharge ka ₹48,000 tak ka limit rakho sirf Airtel ya Vi pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-wrong_period-36,hinglish,"Mujhe har din groceries aur fuel ke liye 2800 dollar tak kharch karne do, 24 ghante.",NOT_FAITHFUL,FAITHFUL,0.999,0,period,
false_accept,u-dropped_category-107,hinglish,"Mujhe roz rent, groceries ya hotels ke liye 5 hazaar rupaye tak kharch karne do kisi bhi store pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,categories,
false_accept,u-overpermissive_merchants-79,hinglish,"Mujhe weekly online shopping ya pharmacy ke liye ₹13,500 tak kharch karne do Flipkart pe, 24 ghante.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-overpermissive_merchants-13,hinglish,"Mujhe ek transaction mein pharmacy ke liye 2500 rs tak kharch karne do Netmeds pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-combined-3,hinglish,"Hafte ka hotels ka 16 hazaar tak ka limit rakho bas OYO pe, kisi bhi time.",NOT_FAITHFUL,FAITHFUL,0.999,0,currency;period,
false_accept,u-overpermissive_merchants-114,hinglish,"Mujhe hafte ka fuel, metro aur online shopping ke liye 22500 rupaye tak kharch karne do BharatPetroleum ya Shell pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-dropped_category-30,hinglish,"Rent aur food delivery pe ek baar mein ₹200 tak allow karo sirf NestAway aur NoBroker pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,categories,
false_accept,u-dropped_category-77,hinglish,"Streaming aur dining pe hafte ka ₹4000 tak allow karo kisi bhi store pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,categories,
false_accept,u-overpermissive_merchants-116,hinglish,"Har mahine ride hailing ya travel ka $32000 tak ka limit rakho Ola ya Rapido pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-dropped_category-64,hinglish,"5000 rupaye tak fuel, dining ya hotels ke liye har transaction pe approve karo, kisi bhi time.",NOT_FAITHFUL,FAITHFUL,0.999,0,categories,
false_accept,u-dropped_merchant-33,hinglish,"Hafte ka entertainment aur travel ka $13500 tak ka limit rakho sirf INOX ya PVR pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-overpermissive_merchants-17,hinglish,"Mujhe hafte ka fuel, metro aur online shopping ke liye 22500 rupaye tak kharch karne do BharatPetroleum ya Shell pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-widened_time_window-11,hinglish,"Mujhe ek baar mein utilities ke liye ₹4900 tak kharch karne do, shaam 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-combined-35,hinglish,"Travel pe har hafte ₹19500 tak allow karo Cleartrip ya IRCTC pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-overpermissive_merchants-78,hinglish,"Metro pe har din $7400 tak allow karo DMRC aur Namma Metro pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-widened_time_window-54,hinglish,"₹6,500 tak food delivery aur mobile recharge ke liye roz approve karo kisi bhi store pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-overpermissive_merchants-19,hinglish,"Har mahine ride hailing ya travel ka $32000 tak ka limit rakho Ola ya Rapido pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-dropped_category-104,hinglish,"Mujhe har hafte entertainment, ride hailing ya pharmacy ke liye 25500 dollar tak kharch karne do bas BookMyShow pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,categories,
false_accept,u-dropped_category-74,hinglish,"Din ka mobile recharge aur education ka $8000 tak ka limit rakho sirf Vi pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,categories,
false_accept,u-narrowed_time_window-69,hinglish,"Mujhe mahine ka food delivery ke liye 94500 dollar tak kharch karne do sirf Swiggy aur Zomato pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-wrong_period-29,hinglish,"Rent pe mahine ka 73 hazaar tak allow karo bas NestAway ya NoBroker pe, kabhi bhi.",NOT_FAITHFUL,FAITHFUL,0.999,0,period,
false_accept,u-widened_time_window-69,hinglish,"2700 rs tak pharmacy ke liye ek baar mein approve karo bas Netmeds ya PharmEasy pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-wrong_period-51,hinglish,"Rent pe weekly ₹29,000 tak allow karo NestAway aur NoBroker pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,period,
false_accept,u-overpermissive_merchants-52,hinglish,"Pharmacy, hotels ya fuel pe har mahine ₹98,500 tak allow karo Apollo pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-widened_time_window-46,hinglish,"Har transaction pe food delivery ka $3600 tak ka limit rakho kisi bhi merchant pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-wrong_period-77,hinglish,"Mahine ka pharmacy ka ₹23500 tak ka limit rakho sirf Netmeds ya PharmEasy pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,period,
false_accept,u-wrong_period-55,hinglish,"2200 rupaye tak streaming ke liye ek baar mein approve karo Hotstar ya Netflix pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,period,
false_accept,u-narrowed_time_window-51,hinglish,"6600 rupaye tak entertainment aur online shopping ke liye har din approve karo kisi bhi merchant pe, subah 9 baje se shaam 6 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-widened_time_window-34,hinglish,"Mujhe daily metro ke liye 900 rupaye tak kharch karne do bas DMRC ya Namma Metro pe, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-wrong_period-30,hinglish,"Hotels pe har hafte 7500 rupaye tak allow karo kahin bhi, subah 7 baje se dopahar 12 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,period,
false_accept,u-overpermissive_merchants-81,hinglish,"Online shopping aur groceries pe har mahine ₹72500 tak allow karo Myntra pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,merchants,
false_accept,u-widened_time_window-57,hinglish,"1400 rs tak gold ke liye ek baar mein approve karo kisi bhi merchant pe, subah 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-widened_time_window-33,hinglish,"24000 dollar tak education, online shopping aur groceries ke liye weekly approve karo sirf Byjus aur Unacademy pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-widened_time_window-73,hinglish,"Streaming pe har transaction pe ₹1,000 tak allow karo sirf Hotstar aur Netflix pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-wrong_period-49,hinglish,"Mujhe har transaction pe ride hailing aur food delivery ke liye 3600 dollar tak kharch karne do kisi bhi merchant pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,period,
false_accept,u-widened_time_window-60,hinglish,"Weekly ride hailing ka 29000 dollar tak ka limit rakho sirf Ola ya Rapido pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-combined-78,hinglish,"Har mahine rent, utilities ya fuel ka 62500 rs tak ka limit rakho, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.999,0,time_window,
false_accept,u-widened_time_window-61,hinglish,"Food delivery, mobile recharge ya ride hailing pe ek transaction mein 3000 rs tak allow karo kisi bhi merchant pe, shaam 5 baje se raat 11 baje tak.",NOT_FAITHFUL,FAITHFUL,0.993,0,time_window,
false_accept,u-widened_time_window-41,hinglish,"Online shopping pe weekly ₹8,500 tak allow karo sirf Amazon pe, subah 6 baje se raat 10 baje tak.",NOT_FAITHFUL,FAITHFUL,0.98,0,time_window,
false_reject,f538,hinglish,"Mujhe har din online shopping ya groceries ke liye 8200 rs tak kharch karne do, shaam 5 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,time_window
false_reject,f449,hinglish,"₹3,100 tak ride hailing aur travel ke liye har transaction pe approve karo Ola aur Rapido pe, shaam 5 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,time_window
false_reject,f440,hinglish,"Har hafte pharmacy ka 20000 rs tak ka limit rakho kisi bhi store pe, subah 10 baje se raat 8 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,time_window
false_reject,f642,hinglish,"Har hafte metro, ride hailing aur dining ka ₹15,500 tak ka limit rakho kisi bhi store pe, subah 6 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,time_window
false_reject,f628,hinglish,"Har transaction pe pharmacy aur streaming ka ₹1,900 tak ka limit rakho bas Apollo aur PharmEasy pe, subah 5 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,categories;max_amount;merchants;period;time_window
false_reject,f143,hinglish,"Utilities ya education pe roz ₹9400 tak allow karo, subah 6 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,time_window
false_reject,f525,hinglish,"Mujhe hafte ka travel ke liye 13500 rupaye tak kharch karne do, subah 5 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,time_window
false_reject,f617,hinglish,"Roz mobile recharge ka ₹1,300 tak ka limit rakho, subah 6 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,time_window
false_reject,f570,hinglish,"Pharmacy pe monthly 26000 rs tak allow karo kisi bhi merchant pe, shaam 5 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,categories;max_amount;merchants;period;time_window
false_reject,f668,hinglish,"Roz pharmacy ya metro ka $8600 tak ka limit rakho PharmEasy ya Tata1mg pe, subah 6 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,time_window
false_reject,f780,hinglish,"9300 rs tak education ke liye din ka approve karo Byjus ya Unacademy pe, subah 6 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,time_window
false_reject,f548,hinglish,"Har mahine electricity bill ya pharmacy ka 80 hazaar tak ka limit rakho, subah 6 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,time_window
false_reject,f260,hinglish,"Mujhe ek baar mein ride hailing ke liye 4200 rs tak kharch karne do kisi bhi merchant pe, shaam 5 baje se raat 11 baje tak.",FAITHFUL,NOT_FAITHFUL,0.95,3,,categories;max_amount;merchants;period;time_window
